Left Cerebral White Matter,Left Cerebral Cortex ,Left Lateral Ventrical,Left Thalamus,Left Caudate,Left Putamen,Left Pallidum,Brain-Stem,Left Hippocampus,Left Amygdala,Left Accumbens,Right Cerebral White Matter,Right Cerebral Cortex ,Right Lateral Ventricle,Right Thalamus,Right Caudate,Right Putamen,Right Pallidum,Right Hippocampus,Right Amygdala,Right Accumbens,filename,subject,emotion,priming
0.8208956650487369,1.2294488748911996,0.6487344037437102,0.6072431520632977,1.0223424345397656,0.8676709903991656,1.1495482148754974,0.622349174111783,0.901721919316705,1.0901543683126929,1.0031604266344563,0.7524976589573655,1.2147809345246907,0.3008552528350241,0.46908549469858946,0.4547661688349233,0.5426286081632284,0.6083040968766201,0.796852761946384,0.9392034303345258,0.3029132373094489,./emotion-fmri-neu/cp001_beta_anger_congruent_c0.nii.gz,1,anger,congruent
0.5902802984851573,1.6592924879642936,-0.8311243979369388,0.6600081153499769,-0.11928755040159117,0.8303397187852014,1.0389463515674697,1.0142618589030472,0.11119577486242059,0.09474700022468446,0.5871049388820302,0.3794045952505556,1.439090908872695,-0.525227916045691,0.8487084744511255,-0.24890210019039902,0.011414591455887812,0.053277137238397596,0.1605312115715587,0.06517130451976179,-0.5430569933687976,./emotion-fmri-neu/cp001_beta_anger_incongruent_c0.nii.gz,1,anger,incongruent
0.9337017297611401,2.0825593255316655,0.2299906646545386,2.217234090293288,1.7502186123750791,1.5958373030965496,1.8567079556507795,1.2020237481315483,0.3372901690399832,2.5233068772830984,-0.8353424806078479,0.6691631609328396,1.7554996666988354,0.38673254658399475,2.21867978956663,1.5431484412737835,-0.388116563780643,0.7346915038659195,-0.27290906019203914,0.7950629813344409,-0.4642948234095767,./emotion-fmri-neu/cp001_beta_anger_neutral_c0.nii.gz,1,anger,neutral
0.5601543302957305,0.9954249937688782,-0.7319728528877917,-0.11089156528090696,-0.5616287369229026,1.3219676392859405,0.7519874945367045,0.8499727268247839,-0.3436513858388903,0.9157998856863308,0.916157127785673,0.353879290681184,0.8165143595923817,-0.18221626810793032,-0.314893386526473,0.12914065584218132,0.48486929959464253,0.843900454194787,-0.2899646049009263,-0.0852104007221145,0.3350208792841855,./emotion-fmri-neu/cp001_beta_fear_congruent_c0.nii.gz,1,fear,congruent
0.3543422056684398,1.280090261773227,-0.918967228269741,0.25411909771350755,-0.2564482897275855,0.743239237314066,1.5461880662307945,0.40407368852340236,-0.07817938831104577,0.2202359449099513,0.4544103925777999,-0.00418831654176953,0.6767795625548995,-1.1486124137700584,-0.577495736605946,-0.4769001465013692,-0.27052789030897323,-0.10163598244493002,-0.7332400315515031,-0.37484583875147054,-0.5413629664593725,./emotion-fmri-neu/cp001_beta_fear_incongruent_c0.nii.gz,1,fear,incongruent
1.033236866927601,2.122761538988424,-1.5585954271581106,1.2683300494021836,0.19100410646015092,1.7628659929206172,1.761140218113446,1.1949091084231476,-0.23781726668379302,-0.7441366743997113,0.8118253811916875,0.8417682743295563,1.800215876661902,-1.2426087240849684,1.3534462036567318,0.6540447973221744,0.878464732592212,1.0679347885861743,0.05931879446595926,-0.04757747071092301,0.23011275040151613,./emotion-fmri-neu/cp001_beta_fear_neutral_c0.nii.gz,1,fear,neutral
0.41413602743765576,1.0652428926215058,-0.3439137035947829,1.0706930230536216,0.7750118342507468,0.7603940561675031,0.8479498716315647,0.535162310279118,0.28483150472866187,0.49200155304355037,1.074952345580833,0.18239345658556874,0.9097544671952146,-1.073416403644522,1.1807122286480731,0.40089188201384823,-0.22810004340154177,0.8513176504887258,0.017055278879868796,0.6913674238411502,-0.6574977701997978,./emotion-fmri-neu/cp001_beta_disgust_congruent_c0.nii.gz,1,disgust,congruent
0.09984836040839228,0.9479131450751229,-1.3075310140073484,-0.12966654526571267,-0.9183173717201605,0.15752538154874318,0.2888893428390676,0.5991200466613598,0.5046008360927174,0.8389345739061546,-1.3412505338670062,-0.1188653263036818,0.6539820019995154,-1.3010035895791026,0.2542818162056276,-0.8431389848383825,-0.6779048211299712,-0.1728737338843807,-0.7410627721450992,-0.058852352930537796,-1.4704822538669668,./emotion-fmri-neu/cp001_beta_disgust_incongruent_c0.nii.gz,1,disgust,incongruent
0.35624648320002805,1.5010960543892793,-1.0410742712358234,0.5688001199438191,0.41415327826936493,0.472960904242246,0.312959104750014,0.6637100816180216,0.08964845274071477,0.21104843594948966,0.9323047949094524,0.2246270241706709,1.184386599099781,-1.4259286243388873,0.05845411170091449,-0.05724652562963711,-0.0012917366333359383,-0.14391070569541917,-0.6117863755459388,0.2976432974377758,0.4265437205040991,./emotion-fmri-neu/cp001_beta_disgust_neutral_c0.nii.gz,1,disgust,neutral
-0.10899046081451533,0.6832935379962619,-2.310016027484379,-0.006944924681645989,-2.10798925715703,-0.01808960040099375,-0.633741123849714,0.7551607747505978,-0.6838848062357915,-0.9125014255473645,-1.9552495665988023,-0.10337881224711655,0.6954512090964617,-2.1289216366140766,0.540601167706632,-0.44631728546457516,0.06329088606645157,0.08149007652013693,0.6812094510288237,0.4078115559575196,-0.3335273228577772,./emotion-fmri-neu/cp002_beta_anger_congruent_c0.nii.gz,2,anger,congruent
